map,agent_1,agent_2,agent_3,agent_4,agent_5,win_rate,wins,rounds
Corrode,Viper,Omen,Jett,Fade,Tejo,42.68,35,82
Corrode,Cypher,Omen,Yoru,Fade,Waylay,42.58,66,155
Corrode,Yoru,Astra,Chamber,Fade,Waylay,42.55,20,47
Corrode,Sova,Omen,Yoru,Vyse,Waylay,42.5,17,40
Corrode,Omen,Yoru,Fade,Waylay,Veto,41.9,44,105
Corrode,Sova,Astra,Neon,Deadlock,Tejo,41.67,5,12
Corrode,Omen,Chamber,Neon,Fade,Veto,41.67,5,12
Corrode,Sage,Omen,Fade,Deadlock,Waylay,41.67,5,12
Corrode,Omen,Astra,Fade,Vyse,Waylay,41.3,19,46
Corrode,Viper,Astra,KAY/O,Fade,Waylay,40.91,9,22
Corrode,Omen,Astra,Fade,Tejo,Waylay,40.91,18,44
Corrode,Sova,Jett,Fade,Clove,Vyse,40.91,9,22
Corrode,Sova,Viper,Sage,Omen,Waylay,40.91,9,22
Corrode,Sova,Viper,Omen,Tejo,Waylay,40.91,9,22
Corrode,Astra,KAY/O,Fade,Waylay,Veto,40.91,9,22
Corrode,Phoenix,Omen,Fade,Vyse,Waylay,40.91,18,44
Corrode,Viper,Yoru,Astra,Fade,Vyse,40.28,29,72
Corrode,Omen,KAY/O,Fade,Vyse,Waylay,39.23,51,130
Corrode,Jett,Astra,Fade,Vyse,Waylay,38.1,8,21
Corrode,Breach,Cypher,Omen,Fade,Waylay,38.1,8,21
Corrode,Viper,Omen,Jett,Fade,Waylay,38.1,8,21
Corrode,Sova,Viper,Omen,Yoru,Iso,38.1,8,21
Corrode,Omen,KAY/O,Chamber,Fade,Waylay,36.36,72,198
Corrode,Cypher,Omen,KAY/O,Fade,Waylay,35.0,14,40
Corrode,Cypher,Omen,Neon,Fade,Waylay,35.0,7,20
Corrode,Jett,Reyna,Astra,Chamber,Fade,35.0,7,20
Corrode,Sova,Omen,Yoru,KAY/O,Waylay,35.0,7,20
Corrode,Omen,Jett,Chamber,Fade,Clove,35.0,14,40
Corrode,Sova,Viper,Omen,Deadlock,Waylay,35.0,14,40
Corrode,Sova,Omen,KAY/O,Chamber,Neon,33.33,1,3
Corrode,Brimstone,Omen,Yoru,Fade,Waylay,33.33,4,12
Corrode,Sova,Viper,Omen,Yoru,Fade,31.58,12,38
Corrode,Sova,Viper,Yoru,Clove,Waylay,30.36,17,56
Corrode,Omen,Reyna,Fade,Vyse,Waylay,23.53,4,17
Corrode,Omen,Chamber,Fade,Harbor,Waylay,7.14,1,14
Fracture,Killjoy,Fade,Harbor,Clove,Waylay,81.25,13,16
Fracture,Sova,Killjoy,Viper,Jett,Clove,76.47,13,17
Fracture,Sova,Killjoy,Omen,Gekko,Iso,76.47,13,17
Fracture,Killjoy,Viper,Phoenix,Skye,Tejo,76.47,13,17
Fracture,Phoenix,Jett,Yoru,Astra,Fade,72.22,13,18
Fracture,Jett,Chamber,Harbor,Clove,Tejo,72.22,13,18
Fracture,Sova,Jett,Yoru,Chamber,Harbor,68.42,13,19
Fracture,Cypher,Sova,Jett,KAY/O,Clove,68.42,13,19
Fracture,Sova,Killjoy,Viper,Phoenix,Jett,66.04,35,53
Fracture,Killjoy,Skye,Astra,Fade,Waylay,65.0,13,20
Fracture,Raze,Sova,Phoenix,Chamber,Clove,65.0,13,20
Fracture,Sova,Omen,Jett,Chamber,Veto,65.0,13,20
Fracture,Sova,Sage,Omen,KAY/O,Chamber,65.0,13,20
Fracture,Killjoy,Skye,Jett,Clove,Tejo,65.0,13,20
Fracture,Breach,Killjoy,Viper,Skye,Iso,61.9,13,21
Fracture,Sova,Killjoy,Viper,Phoenix,Omen,61.9,13,21
Fracture,Breach,Raze,Killjoy,Viper,Skye,56.52,13,23
Fracture,Sova,Viper,Jett,Chamber,Clove,56.52,13,23
Fracture,Sova,Viper,Phoenix,Jett,Chamber,56.52,13,23
Fracture,Sova,Viper,Skye,Jett,Chamber,55.26,21,38
Fracture,Sova,Viper,Phoenix,Chamber,Waylay,54.17,13,24
Fracture,Killjoy,Jett,Gekko,Iso,Clove,54.17,13,24
Fracture,Phoenix,Jett,Gekko,Iso,Clove,54.17,13,24
Fracture,Sova,Viper,Jett,Chamber,Harbor,51.55,50,97
Fracture,Sova,Killjoy,Viper,Skye,Jett,51.28,60,117
Fracture,Skye,Astra,Chamber,Fade,Waylay,45.83,11,24
Fracture,Skye,Omen,Chamber,Harbor,Tejo,45.83,11,24
Fracture,Sova,Killjoy,Viper,Jett,Iso,43.59,17,39
Fracture,Sage,Phoenix,Fade,Gekko,Clove,43.48,10,23
Fracture,Sage,Omen,Chamber,Harbor,Tejo,38.1,8,21
Fracture,Sova,Killjoy,Viper,Omen,Jett,38.1,8,21
Fracture,Breach,Brimstone,Phoenix,Jett,Astra,35.0,7,20
Fracture,Killjoy,Brimstone,Phoenix,Reyna,Waylay,35.0,7,20
Fracture,Omen,KAY/O,Chamber,Harbor,Waylay,35.0,7,20
Fracture,Killjoy,Fade,Harbor,Iso,Tejo,35.0,7,20
Fracture,Omen,Jett,Harbor,Tejo,Veto,35.0,7,20
Fracture,Breach,Sage,Omen,Yoru,Chamber,31.58,6,19
Fracture,Phoenix,Omen,KAY/O,Gekko,Waylay,31.58,6,19
Fracture,Breach,Killjoy,Skye,Harbor,Iso,27.78,5,18
Fracture,Sova,Omen,Yoru,Deadlock,Waylay,27.78,5,18
Fracture,Breach,Raze,Phoenix,Clove,Waylay,23.53,4,17
Fracture,Breach,Reyna,Neon,Harbor,Deadlock,23.53,4,17
Fracture,Killjoy,Viper,Skye,Gekko,Tejo,23.53,4,17
Fracture,Raze,Sova,Killjoy,Viper,Skye,23.53,4,17
Fracture,Sova,Phoenix,Omen,Jett,Chamber,18.75,3,16
Fracture,Sova,Killjoy,Viper,Jett,KAY/O,18.75,3,16
Fracture,Sova,Viper,Skye,Chamber,Clove,13.33,2,15
Haven,Breach,Cypher,Sova,Omen,Waylay,92.86,13,14
Haven,Sage,Phoenix,Clove,Tejo,Waylay,92.86,13,14
Haven,Cypher,Sage,Omen,Jett,Reyna,92.86,13,14
Haven,Raze,Sova,Killjoy,Brimstone,Skye,86.67,13,15
Haven,Phoenix,Jett,KAY/O,Chamber,Clove,86.67,13,15
Haven,Skye,Omen,Chamber,Gekko,Waylay,86.67,13,15
Haven,Cypher,Sova,Skye,Clove,Waylay,86.67,13,15
Haven,Skye,Jett,Reyna,Harbor,Clove,86.67,13,15
Haven,Raze,Sova,Killjoy,Sage,Clove,86.67,13,15
Haven,Sova,Viper,Omen,Jett,Neon,83.87,26,31
Haven,Sova,Jett,Chamber,Clove,Tejo,81.25,13,16
Haven,Sova,Jett,Chamber,Clove,Veto,81.25,13,16
Haven,Cypher,Phoenix,Omen,Neon,Tejo,81.25,13,16
Haven,Killjoy,Omen,Jett,Yoru,Fade,79.59,39,49
Haven,Killjoy,Viper,Brimstone,Yoru,Tejo,76.47,13,17
Haven,Sova,Viper,Brimstone,Neon,Waylay,76.47,13,17
Haven,Killjoy,Skye,Fade,Clove,Waylay,76.47,13,17
Haven,Viper,Omen,Yoru,Fade,Vyse,76.47,13,17
Haven,Cypher,Sova,Skye,Omen,Neon,75.0,9,12
Haven,Cypher,Sova,Jett,Iso,Clove,75.0,9,12
Haven,Cypher,Skye,Reyna,Clove,Waylay,75.0,9,12
Haven,Cypher,Sova,Omen,Astra,Waylay,72.22,13,18
Haven,Raze,Brimstone,Jett,Reyna,Chamber,72.22,13,18
Haven,Yoru,Chamber,Neon,Clove,Tejo,72.22,13,18
Haven,Sova,Sage,Omen,Chamber,Neon,72.22,13,18
Haven,Sova,Omen,Jett,Yoru,Iso,72.22,13,18
Haven,Sova,Viper,Skye,Omen,Iso,72.22,13,18
Haven,Breach,Cypher,Astra,Neon,Fade,71.43,5,7
Haven,Sova,Killjoy,Jett,Yoru,Astra,71.43,10,14
Haven,Breach,Sova,Killjoy,Jett,Clove,70.27,26,37
Haven,Killjoy,Skye,Omen,Reyna,Neon,70.0,7,10
Haven,Breach,Viper,Astra,Chamber,Waylay,68.42,13,19
Haven,Sova,Jett,Yoru,Chamber,Clove,68.42,39,57
Haven,Viper,Omen,Yoru,Chamber,Fade,68.42,13,19
Haven,Raze,Sova,Skye,Omen,Chamber,68.42,13,19
Haven,Cypher,Yoru,Fade,Clove,Waylay,68.42,13,19
Haven,Cypher,Sova,Sage,Jett,Clove,68.42,13,19
Haven,Sova,Omen,Jett,Harbor,Veto,68.42,13,19
Haven,Killjoy,Sage,Omen,Jett,Tejo,68.42,13,19
Haven,Sova,Viper,Omen,Neon,Veto,68.42,26,38
Haven,Cypher,Astra,KAY/O,Neon,Tejo,66.67,8,12
Haven,Viper,Yoru,KAY/O,Neon,Fade,66.67,2,3
Haven,Killjoy,Viper,Omen,Neon,Fade,65.94,91,138
Haven,Breach,Cypher,Omen,Astra,Neon,65.0,13,20
Haven,Viper,Reyna,Chamber,Neon,Iso,65.0,13,20
Haven,Sova,Killjoy,Sage,Neon,Clove,65.0,13,20
Haven,Sova,Killjoy,Sage,Yoru,Clove,65.0,13,20
Haven,Yoru,Astra,Fade,Iso,Veto,64.81,35,54
Haven,Sova,Killjoy,Sage,Omen,Yoru,64.71,198,306
Haven,Sova,Yoru,Chamber,Iso,Clove,63.76,139,218
Haven,Cypher,Sova,Skye,Omen,Yoru,63.27,31,49
Haven,Viper,Omen,Chamber,Neon,Fade,62.79,27,43
Haven,Cypher,Sage,Jett,Gekko,Clove,62.5,5,8
Haven,Sova,Killjoy,Skye,Neon,Clove,62.12,41,66
Haven,Sage,Omen,Jett,Chamber,Fade,61.9,13,21
Haven,Cypher,Sova,Viper,Omen,Jett,61.9,26,42
Haven,Raze,Phoenix,Omen,KAY/O,Waylay,61.9,13,21
Haven,Killjoy,Omen,Reyna,Neon,Veto,61.9,13,21
Haven,Killjoy,Omen,Yoru,Neon,Tejo,61.9,13,21
Haven,Viper,Yoru,Astra,Fade,Veto,60.0,42,70
Haven,Phoenix,Omen,Jett,KAY/O,Chamber,60.0,3,5
Haven,Killjoy,Viper,Omen,Fade,Waylay,59.52,25,42
Haven,Sova,Sage,Omen,Yoru,Chamber,59.28,131,221
Haven,Breach,Sova,Killjoy,Astra,Waylay,59.09,13,22
Haven,Jett,Astra,Fade,Iso,Vyse,59.09,13,22
Haven,Sova,Viper,Astra,Neon,Veto,59.09,13,22
Haven,Breach,Cypher,Omen,Jett,Fade,59.09,13,22
Haven,Cypher,Skye,Jett,KAY/O,Clove,59.09,13,22
Haven,Sova,Viper,Neon,Clove,Veto,59.09,13,22
Haven,Viper,Omen,Neon,Fade,Vyse,59.09,13,22
Haven,Sova,Killjoy,Omen,Jett,Harbor,59.09,13,22
Haven,Sova,Killjoy,Omen,Iso,Waylay,59.09,13,22
Haven,Viper,Omen,Yoru,Tejo,Veto,59.09,13,22
Haven,Cypher,Sova,Brimstone,Yoru,Waylay,58.76,57,97
Haven,Breach,Cypher,Jett,Astra,Waylay,58.33,35,60
Haven,Breach,Killjoy,Astra,Neon,Iso,58.33,7,12
Haven,Sova,Jett,Yoru,Astra,Chamber,58.33,7,12
Haven,Breach,Jett,Chamber,Fade,Clove,58.33,7,12
Haven,Breach,Killjoy,Omen,Jett,Iso,58.33,7,12
Haven,Sova,Chamber,Neon,Clove,Waylay,58.33,7,12
Haven,Cypher,Omen,Jett,Yoru,Fade,58.33,7,12
Haven,Sova,Killjoy,Viper,Yoru,Astra,58.21,39,67
Haven,Sova,Sage,Omen,Jett,Chamber,57.89,33,57
Haven,Cypher,Sova,Yoru,Iso,Clove,57.83,48,83
Haven,Sova,Killjoy,Yoru,Astra,Iso,57.81,37,64
Haven,Cypher,Sova,Skye,Omen,Jett,57.5,23,40
Haven,Sova,Killjoy,Yoru,Neon,Clove,57.28,59,103
Haven,Cypher,Sova,Neon,Clove,Waylay,57.06,97,170
Haven,Sova,Killjoy,Jett,Clove,Waylay,56.56,69,122
Haven,Sova,Brimstone,Skye,Chamber,Gekko,56.52,13,23
Haven,Sage,Reyna,Chamber,Clove,Waylay,56.52,13,23
Haven,Sova,Reyna,Chamber,Clove,Waylay,56.52,13,23
Haven,Sova,Viper,Omen,Jett,Chamber,56.52,13,23
Haven,Sova,Skye,Omen,Chamber,Neon,56.52,13,23
Haven,Cypher,Sova,Sage,Neon,Clove,56.52,13,23
Haven,Sova,Viper,Iso,Clove,Veto,56.52,13,23
Haven,Killjoy,Viper,Skye,Clove,Waylay,56.52,13,23
Haven,Sova,Killjoy,Viper,Yoru,Clove,56.52,13,23
Haven,Killjoy,Viper,Omen,Jett,Tejo,56.52,13,23
Haven,Sova,Killjoy,Omen,Jett,Clove,56.52,13,23
Haven,Cypher,Sova,Yoru,Astra,Neon,56.25,54,96
Haven,Breach,Cypher,Omen,Neon,Tejo,56.25,27,48
Haven,Sova,Killjoy,Neon,Clove,Waylay,56.14,32,57
Haven,Cypher,Sova,Skye,Yoru,Clove,55.81,24,43
Haven,Sova,Jett,Reyna,Astra,Chamber,55.71,39,70
Haven,Sova,Killjoy,Jett,Yoru,Clove,55.63,79,142
Haven,Cypher,Sova,Omen,Neon,Fade,55.56,130,234
Haven,Sova,Omen,Jett,Yoru,Chamber,55.12,156,283
Haven,Sova,Jett,Chamber,Clove,Waylay,54.84,17,31
Haven,Sova,Killjoy,Jett,Iso,Clove,54.76,23,42
Haven,Cypher,Omen,Yoru,Fade,Waylay,54.76,23,42
Haven,Viper,Yoru,Astra,Fade,Vyse,54.65,47,86
Haven,Breach,Cypher,Omen,Tejo,Waylay,54.55,24,44
Haven,Cypher,Viper,Reyna,Iso,Waylay,54.55,6,11
Haven,Breach,Cypher,Sova,Jett,Astra,54.55,6,11
Haven,Sova,Viper,Omen,Chamber,Waylay,54.55,6,11
Haven,Sova,Killjoy,Omen,Neon,Iso,54.21,174,321
Haven,Cypher,Sova,Astra,Neon,Deadlock,54.17,13,24
Haven,Killjoy,Skye,Astra,Neon,Fade,54.17,13,24
Haven,Breach,Sova,Killjoy,Neon,Clove,54.17,13,24
Haven,Breach,Raze,Killjoy,Viper,Clove,54.17,13,24
Haven,Sova,Brimstone,Phoenix,Chamber,Iso,54.17,13,24
Haven,Sova,Sage,Brimstone,Chamber,Neon,54.17,13,24
Haven,Sova,Sage,Skye,Chamber,Clove,54.17,13,24
Haven,Sova,Yoru,Chamber,Clove,Waylay,54.17,13,24
Haven,Sova,Omen,Jett,Chamber,Deadlock,54.17,13,24
Haven,Killjoy,Omen,Jett,Chamber,Fade,54.17,13,24
Haven,Sova,Skye,Omen,Jett,Chamber,54.17,13,24
Haven,Sova,Omen,Jett,Chamber,Vyse,54.17,13,24
Haven,Cypher,Sage,Jett,Reyna,Clove,54.17,13,24
Haven,Cypher,Sova,KAY/O,Neon,Clove,54.17,13,24
Haven,Viper,Sage,Omen,Reyna,Veto,54.17,13,24
Haven,Sova,Jett,Reyna,Astra,Veto,54.17,13,24
Haven,Breach,Killjoy,Omen,Tejo,Waylay,54.17,13,24
Haven,Sova,Killjoy,Yoru,Astra,Neon,53.85,14,26
Haven,Sova,Killjoy,Neon,Iso,Clove,53.85,14,26
Haven,Sova,Killjoy,Skye,Jett,Clove,53.85,56,104
Haven,Killjoy,Skye,Omen,Neon,Tejo,53.85,14,26
Haven,Killjoy,Viper,Omen,Reyna,Neon,53.73,36,67
Haven,Breach,Phoenix,Reyna,Neon,Clove,53.57,15,28
Haven,Killjoy,Viper,Brimstone,KAY/O,Waylay,53.57,15,28
Haven,Omen,Yoru,Chamber,Fade,Clove,53.57,15,28
Haven,Omen,Chamber,Neon,Fade,Tejo,53.57,15,28
Haven,Sova,Omen,Jett,Chamber,Neon,53.47,108,202
Haven,Breach,Sova,Killjoy,Astra,Neon,53.45,62,116
Haven,Killjoy,Yoru,Astra,Gekko,Iso,53.33,16,30
Haven,Viper,Jett,KAY/O,Chamber,Fade,53.33,8,15
Haven,Sova,Killjoy,Viper,Omen,Neon,52.85,3673,6950
Haven,Sova,Killjoy,Viper,Omen,Jett,52.42,336,641
Haven,Sova,Omen,Yoru,Chamber,Iso,52.33,101,193
Haven,Sova,Killjoy,Omen,Yoru,Neon,51.93,1128,2172
Haven,Sova,Sage,Astra,Chamber,Neon,51.85,42,81
Haven,Cypher,Sova,Yoru,Clove,Waylay,51.61,16,31
